traffic_indicator,traffic_indicator_LR,location,time_block,weather,month,date,day
1,1.64,mirpur_14,a,3,oct,15,sat
2,2.57,matikata,d,3,aug,22,sat
2,2.09,bijoy_shoroni,d,2,nov,23,tue
2,1.93,mirpur_10,b,1,may,3,tue
1,2.16,mirpur_11,a,3,jul,21,thu
2,2.19,cantonment,f,1,mar,19,sat
1,1.96,mirpur_11,a,1,mar,9,mon
3,2.54,begum_rokeya,c,2,jan,5,sun
1,2.06,jahangir_gate,b,1,may,27,fri
2,2.77,cantonment,e,1,apr,26,mon
3,2.6,mirpur_10,f,1,apr,14,wed
2,2.42,bijoy_shoroni,b,3,jul,11,sun
2,1.76,matikata,a,3,sep,21,wed
3,2.53,begum_rokeya,c,2,jan,4,fri
2,2.58,matikata,c,3,aug,24,tue
2,2.58,matikata,f,3,aug,18,wed
2,1.71,mirpur_14,e,2,nov,9,sat
3,1.71,mirpur_14,d,2,nov,7,sun
2,2.79,cantonment,b,1,apr,19,tue
2,2.16,mirpur_12,e,2,jan,4,fri
2,1.96,kalshi,b,2,nov,27,wed
2,1.8,mirpur_11,e,2,nov,12,sat
2,2.08,kalshi,e,1,mar,4,fri
2,1.97,cantonment,b,3,oct,28,thu
2,2.15,jahangir_gate,e,1,mar,5,thu
2,2.04,cantonment,d,2,nov,29,sun
1,2.1,mirpur_10,a,1,jun,3,wed
3,2.13,mirpur_14,a,2,jan,19,sat
1,1.64,mirpur_11,d,3,sep,16,fri
3,2.58,jahangir_gate,f,2,dec,13,tue
3,2.09,bijoy_shoroni,c,2,nov,6,wed
2,2.33,mirpur_12,d,2,dec,6,fri
2,2.14,bijoy_shoroni,d,1,may,15,fri
2,2.44,mirpur_12,e,3,aug,24,sat
2,1.6,mirpur_12,e,3,sep,13,sun
2,2.11,mirpur_12,e,3,jul,29,thu
3,1.86,mirpur_10,c,2,nov,16,tue
2,2.06,jahangir_gate,c,1,may,30,mon
2,2.19,kalshi,a,1,jun,20,thu
1,2.25,bijoy_shoroni,a,1,mar,19,tue
2,2.14,matikata,d,1,jun,9,sun
1,1.82,jahangir_gate,d,3,sep,5,mon
2,2.06,matikata,a,1,mar,10,sun
2,2.25,mirpur_12,e,2,feb,8,sat
2,1.96,matikata,e,1,may,11,mon
3,2.04,mirpur_11,b,1,jun,1,sat
2,1.82,mirpur_12,c,1,may,10,fri
2,2.34,mirpur_12,b,2,dec,27,fri
3,2.28,begum_rokeya,b,1,mar,13,sun
3,2.4,mirpur_14,e,3,aug,14,wed
2,2.12,cantonment,a,1,may,26,thu
1,2.14,jahangir_gate,d,1,mar,12,sat
2,2.24,matikata,a,3,jul,22,mon
1,2.05,mirpur_14,d,3,jul,26,fri
3,2.38,mirpur_14,e,3,aug,16,mon
2,2.3,kalshi,a,3,jul,13,wed
2,1.68,mirpur_12,c,3,oct,14,mon
1,1.69,mirpur_10,f,3,sep,13,sun
2,1.79,mirpur_14,c,1,may,31,mon
2,1.92,mirpur_10,e,1,may,28,fri
2,2.32,matikata,b,2,jan,27,sun
3,2.54,begum_rokeya,b,2,jan,9,sun
3,2.6,mirpur_10,c,1,apr,14,thu
1,1.71,mirpur_14,f,2,nov,5,thu
3,2.5,bijoy_shoroni,e,2,jan,13,thu
2,1.62,mirpur_12,f,3,sep,25,wed
2,2.23,matikata,c,3,jul,2,sat
2,1.92,jahangir_gate,d,3,oct,4,tue
3,2.82,bijoy_shoroni,c,1,apr,17,sat
2,1.82,jahangir_gate,e,3,sep,11,fri
2,1.85,mirpur_10,e,2,nov,7,sun
3,2.22,mirpur_11,b,2,jan,2,sun
2,1.92,jahangir_gate,e,3,oct,20,thu
2,2.71,cantonment,e,3,aug,4,wed
1,1.65,mirpur_11,f,3,sep,6,tue
2,2.03,cantonment,c,2,nov,28,mon
3,2.3,mirpur_11,c,2,feb,22,fri
1,2.22,jahangir_gate,d,1,jun,18,fri
2,1.75,matikata,f,3,sep,15,tue
2,1.92,jahangir_gate,e,3,oct,10,thu
2,2.01,kalshi,b,1,may,13,mon
3,2.46,mirpur_14,b,1,apr,6,wed
2,2.68,kalshi,a,1,apr,22,mon
2,2.38,cantonment,f,3,jul,9,thu
3,2.15,mirpur_14,b,2,jan,29,tue
2,1.86,cantonment,a,3,sep,9,fri
2,2.44,bijoy_shoroni,b,3,jul,27,tue
2,1.92,mirpur_12,f,1,mar,12,tue
2,2.57,matikata,d,3,aug,13,thu
3,2.51,bijoy_shoroni,f,2,jan,22,tue
2,2.76,cantonment,e,1,apr,9,fri
3,2.55,begum_rokeya,e,2,jan,8,wed
3,1.79,mirpur_14,d,1,may,24,mon
2,2.01,jahangir_gate,b,2,nov,24,wed
2,2.15,matikata,d,1,jun,23,wed
1,1.74,mirpur_11,f,3,oct,25,sun
2,2.01,mirpur_12,c,1,jun,8,tue
2,2.43,mirpur_12,f,3,aug,28,fri
2,2.19,cantonment,f,1,mar,29,fri
2,1.85,mirpur_10,e,2,nov,26,sat
1,1.79,mirpur_14,a,1,may,16,mon
3,2.67,bijoy_shoroni,c,2,dec,19,sun
1,2.0,mirpur_10,b,1,mar,11,fri
2,2.44,mirpur_12,b,3,aug,21,sat
2,2.62,kalshi,c,3,aug,13,thu
2,2.57,matikata,c,3,aug,27,sat
2,2.62,kalshi,d,3,aug,20,sat
2,2.3,matikata,e,2,jan,3,mon
3,2.31,mirpur_11,a,2,feb,24,sun
1,2.26,bijoy_shoroni,a,1,mar,27,wed
2,1.73,matikata,e,3,sep,5,sat
3,2.22,mirpur_14,a,2,feb,1,tue
1,1.81,mirpur_11,f,2,nov,10,tue
2,2.63,cantonment,d,2,dec,31,tue
2,1.77,mirpur_12,d,2,nov,4,wed
3,1.98,begum_rokeya,c,3,sep,21,wed
3,1.97,begum_rokeya,a,3,sep,14,sat
2,1.8,mirpur_11,d,2,nov,2,sat
1,1.97,mirpur_11,a,1,mar,4,wed
3,2.83,bijoy_shoroni,b,1,apr,8,wed
2,2.1,mirpur_12,a,3,jul,24,fri
3,2.29,mirpur_14,a,2,dec,19,mon
3,2.86,begum_rokeya,f,1,apr,7,sun
2,1.85,mirpur_12,d,1,may,19,wed
3,2.75,bijoy_shoroni,b,3,aug,19,mon
2,2.06,matikata,d,1,mar,27,sun
3,1.83,jahangir_gate,a,3,sep,1,sun
1,1.88,mirpur_11,b,1,may,3,tue
3,2.75,bijoy_shoroni,d,3,aug,22,sat
2,2.61,kalshi,d,3,aug,3,sat
1,2.25,jahangir_gate,a,1,jun,26,wed
2,2.64,matikata,d,1,apr,17,sun
3,2.13,begum_rokeya,f,2,nov,2,tue
3,2.82,begum_rokeya,b,3,aug,21,wed
2,1.78,kalshi,e,3,sep,1,thu
2,2.1,cantonment,a,1,may,4,sat
2,2.26,mirpur_12,e,2,feb,2,wed
1,1.93,bijoy_shoroni,b,3,sep,27,sun
2,2.27,cantonment,f,1,jun,12,sat
3,2.31,mirpur_11,b,2,feb,3,wed
2,1.71,mirpur_14,f,2,nov,18,fri
2,1.73,matikata,e,3,sep,5,mon
3,2.43,mirpur_10,b,2,dec,21,mon
3,2.0,mirpur_10,e,1,mar,9,sat
2,2.07,mirpur_14,e,3,jul,20,wed
1,1.55,mirpur_14,e,3,sep,12,mon
2,2.53,cantonment,f,2,feb,21,mon
2,1.96,mirpur_11,c,1,mar,25,fri
2,2.35,mirpur_12,c,2,dec,4,wed
2,1.79,kalshi,e,3,sep,28,sat
1,1.91,jahangir_gate,a,3,oct,25,mon
3,2.53,mirpur_10,f,3,aug,15,sun
3,2.62,begum_rokeya,d,2,feb,3,thu
1,2.03,mirpur_11,f,1,jun,4,fri
2,2.02,mirpur_10,f,1,mar,31,tue
1,1.63,mirpur_14,f,3,oct,14,mon
1,1.7,mirpur_10,b,3,sep,14,tue
2,2.41,jahangir_gate,a,2,jan,30,sat
2,2.48,matikata,d,2,dec,22,sun
2,2.36,kalshi,c,2,jan,20,sun
2,2.34,mirpur_12,c,2,dec,31,fri
3,2.47,begum_rokeya,f,3,jul,20,sat
2,2.13,matikata,e,1,jun,11,fri
1,2.15,bijoy_shoroni,a,1,may,8,sun
2,1.91,jahangir_gate,d,3,oct,21,fri
2,2.11,kalshi,e,1,mar,17,thu
3,2.46,begum_rokeya,d,3,jul,8,mon
2,1.93,mirpur_12,d,1,mar,16,tue
1,1.69,mirpur_10,b,3,sep,19,sat
2,2.64,matikata,e,1,apr,18,sat
3,2.12,begum_rokeya,a,2,nov,18,fri
2,1.78,mirpur_10,e,3,oct,16,sun
2,2.18,mirpur_12,d,2,jan,16,thu
3,2.23,bijoy_shoroni,e,1,mar,29,fri
2,1.69,mirpur_12,f,3,oct,15,thu
2,1.78,mirpur_10,d,3,oct,5,wed
3,2.88,begum_rokeya,a,1,apr,8,wed
3,2.53,mirpur_10,d,3,aug,21,sat
3,2.8,begum_rokeya,d,3,aug,31,mon
3,2.23,mirpur_11,c,2,jan,1,wed
2,2.18,kalshi,f,1,jun,4,thu
3,2.8,begum_rokeya,a,3,aug,24,sat
3,2.49,bijoy_shoroni,e,2,jan,25,mon
3,2.12,mirpur_14,c,2,jan,11,mon
3,1.72,mirpur_11,c,3,oct,2,sat
1,2.07,mirpur_14,a,3,jul,21,tue
3,2.34,mirpur_10,f,2,feb,7,mon
3,1.81,mirpur_11,d,2,nov,30,mon
2,1.76,mirpur_12,e,2,nov,18,mon
1,1.93,mirpur_10,f,1,may,28,sat
1,2.04,mirpur_11,f,1,jun,4,sat
2,2.72,cantonment,d,3,aug,25,tue
2,1.64,mirpur_14,c,3,oct,20,sun
2,1.99,mirpur_12,d,1,jun,1,sat
2,2.18,mirpur_12,b,2,jan,28,mon
2,2.25,matikata,a,3,jul,12,tue
3,2.22,begum_rokeya,e,1,may,27,wed
2,2.32,bijoy_shoroni,c,1,jun,2,tue
3,2.28,mirpur_10,b,2,jan,26,sun
2,2.18,mirpur_12,d,2,jan,8,tue
3,1.98,begum_rokeya,e,3,sep,17,tue
2,1.85,mirpur_10,b,2,nov,14,sun
2,2.1,kalshi,b,1,mar,1,sun
3,2.36,begum_rokeya,b,1,jun,13,mon
2,2.47,matikata,d,2,dec,1,sun
2,2.62,kalshi,a,3,aug,8,sun
2,2.31,matikata,d,2,jan,12,sat
1,1.79,mirpur_14,f,1,may,18,sat
3,2.28,begum_rokeya,b,1,mar,12,sat
3,2.38,mirpur_14,e,3,aug,3,sat
3,2.43,bijoy_shoroni,e,3,jul,30,thu
2,2.62,kalshi,f,3,aug,22,sun
3,2.4,jahangir_gate,d,2,jan,12,sat
3,2.39,mirpur_14,e,3,aug,24,sat
2,1.91,jahangir_gate,b,3,oct,12,mon
2,2.19,mirpur_12,c,2,jan,19,wed
2,2.16,mirpur_12,d,2,jan,11,fri
3,2.45,mirpur_14,c,1,apr,11,mon
3,2.29,mirpur_14,d,2,dec,13,mon
2,2.25,mirpur_12,f,2,feb,1,sat
2,1.99,jahangir_gate,e,2,nov,14,thu
2,2.17,mirpur_12,d,2,jan,1,sat
1,1.87,mirpur_14,e,1,mar,17,sun
2,2.02,kalshi,a,1,may,8,sun
1,1.97,mirpur_11,d,1,mar,10,wed
2,2.58,matikata,a,3,aug,16,tue
1,2.2,mirpur_10,c,3,jul,10,wed
1,2.04,mirpur_11,f,1,jun,12,sat
3,2.26,mirpur_10,a,2,jan,24,fri
2,1.91,jahangir_gate,f,3,oct,29,fri
2,2.03,kalshi,c,1,may,13,wed
2,2.31,bijoy_shoroni,d,1,jun,10,fri
2,1.95,cantonment,d,3,oct,2,sun
3,2.56,begum_rokeya,f,2,jan,26,wed
3,2.76,bijoy_shoroni,f,3,aug,27,sat
2,1.64,mirpur_11,a,3,sep,18,fri
3,1.62,mirpur_14,f,3,oct,1,fri
3,2.39,mirpur_14,b,3,aug,14,sun
2,2.17,mirpur_11,b,3,jul,29,wed
2,1.83,matikata,d,3,oct,18,sun
3,2.21,mirpur_11,e,2,jan,4,sat
3,2.79,begum_rokeya,f,3,aug,20,fri
1,1.89,mirpur_14,a,1,mar,19,tue
2,2.2,cantonment,a,1,mar,28,thu
2,2.19,cantonment,c,1,mar,7,thu
2,1.77,mirpur_10,d,3,oct,11,mon
1,2.35,jahangir_gate,a,3,jul,28,wed
1,1.88,mirpur_11,f,1,may,19,sun
2,1.82,matikata,a,3,oct,9,sun
2,1.78,mirpur_10,c,3,oct,5,tue
2,1.69,mirpur_10,c,3,sep,3,thu
2,1.91,matikata,c,2,nov,30,tue
1,1.57,mirpur_14,e,3,sep,7,wed
3,2.67,jahangir_gate,f,3,aug,26,thu
2,2.04,mirpur_14,a,3,jul,3,fri
3,2.2,begum_rokeya,b,1,may,2,thu
1,1.8,mirpur_14,a,1,may,16,thu
2,1.89,matikata,f,2,nov,29,fri
2,2.47,cantonment,b,2,jan,30,wed
2,2.11,mirpur_12,b,3,jul,21,sun
2,1.57,mirpur_14,e,3,sep,20,tue
2,1.83,mirpur_12,c,1,may,2,sun
2,2.41,matikata,f,2,feb,28,thu
3,2.88,begum_rokeya,d,1,apr,21,wed
2,2.25,mirpur_12,e,2,feb,15,fri
3,2.29,begum_rokeya,b,1,mar,2,wed
1,2.23,jahangir_gate,c,1,jun,21,sun
3,2.72,begum_rokeya,f,2,dec,8,wed
2,2.59,matikata,f,3,aug,31,tue
3,2.53,mirpur_10,e,3,aug,12,thu
3,2.35,mirpur_10,f,2,feb,25,mon
2,2.18,mirpur_12,e,2,jan,2,wed
1,2.15,jahangir_gate,e,1,mar,3,tue
3,2.48,mirpur_11,e,3,aug,8,sun
2,2.2,mirpur_10,c,3,jul,14,tue
1,1.92,mirpur_10,d,1,may,20,fri
2,2.02,mirpur_10,d,1,mar,21,thu
2,2.36,kalshi,e,2,jan,28,mon
2,2.35,mirpur_12,e,2,dec,16,wed
2,2.38,matikata,e,2,feb,12,fri
2,1.77,mirpur_12,b,2,nov,27,sun
2,2.05,matikata,b,1,mar,13,sat
3,2.09,mirpur_10,e,1,jun,6,thu
3,2.62,begum_rokeya,b,2,feb,19,sat
2,1.79,mirpur_10,b,3,oct,28,thu
3,2.36,mirpur_10,c,2,feb,11,tue
2,2.54,cantonment,e,2,feb,18,tue
3,2.36,begum_rokeya,c,1,jun,13,sat
3,2.5,bijoy_shoroni,b,2,jan,6,wed
3,2.55,mirpur_11,d,1,apr,5,tue
2,2.44,mirpur_12,b,3,aug,16,sun
3,2.45,mirpur_10,e,2,dec,16,wed
2,2.44,kalshi,e,2,feb,14,sun
3,2.62,begum_rokeya,c,2,feb,14,mon
2,2.14,mirpur_11,c,3,jul,29,fri
2,2.65,matikata,f,1,apr,29,thu
3,2.4,jahangir_gate,c,2,jan,11,sat
2,1.84,jahangir_gate,b,3,sep,14,tue
3,2.48,mirpur_11,b,3,aug,23,mon
2,2.02,kalshi,d,1,may,20,thu
2,2.24,matikata,e,3,jul,25,sat
1,2.0,bijoy_shoroni,c,3,oct,26,mon
2,1.94,mirpur_10,b,1,may,22,wed
2,2.36,kalshi,c,2,jan,16,sat
2,2.02,mirpur_12,f,1,jun,29,tue
1,1.98,jahangir_gate,d,2,nov,3,sun
1,2.02,mirpur_10,a,1,mar,22,sun
2,1.89,cantonment,e,3,sep,17,tue
2,2.64,matikata,d,1,apr,10,sun
2,1.74,matikata,e,3,sep,5,thu
1,1.81,mirpur_11,a,2,nov,18,thu
3,1.97,begum_rokeya,a,3,sep,20,sun
3,2.22,mirpur_11,a,2,jan,11,sat
2,2.52,kalshi,c,2,dec,25,fri
1,1.96,mirpur_14,a,1,jun,13,thu
3,2.56,jahangir_gate,c,2,dec,5,mon
3,2.39,mirpur_14,e,3,aug,1,thu
2,2.32,matikata,f,2,jan,6,wed
3,2.36,mirpur_10,a,2,feb,23,sun
3,1.86,mirpur_14,e,1,mar,1,mon
2,2.59,matikata,c,3,aug,27,tue
1,1.85,jahangir_gate,f,3,sep,25,wed
3,2.24,bijoy_shoroni,c,1,mar,8,sun
2,2.69,kalshi,c,1,apr,14,thu
1,2.15,bijoy_shoroni,a,1,may,4,sat
3,2.74,jahangir_gate,c,1,apr,25,thu
1,2.15,mirpur_11,e,3,jul,11,sun
3,2.46,mirpur_14,e,1,apr,18,thu
3,2.2,begum_rokeya,d,1,may,31,fri
2,2.03,cantonment,c,2,nov,15,mon
2,1.85,mirpur_10,e,2,nov,10,thu
3,2.08,bijoy_shoroni,c,2,nov,12,thu
1,2.19,mirpur_10,b,3,jul,25,mon
3,2.47,mirpur_11,f,3,aug,9,fri
2,2.53,kalshi,f,2,dec,14,tue
3,2.28,begum_rokeya,b,1,mar,20,fri
3,2.01,bijoy_shoroni,f,3,oct,2,wed
3,2.47,begum_rokeya,e,3,jul,14,tue
3,2.3,mirpur_11,f,2,feb,17,mon
1,2.31,bijoy_shoroni,f,1,jun,10,fri
3,2.49,mirpur_11,d,3,aug,12,wed
3,1.64,mirpur_14,c,3,oct,31,mon
2,1.58,mirpur_14,c,3,sep,29,wed
1,1.57,mirpur_14,f,3,sep,25,wed
2,2.28,kalshi,b,3,jul,11,mon
2,1.78,mirpur_12,b,2,nov,27,wed
3,2.66,bijoy_shoroni,f,2,dec,2,thu
2,2.01,kalshi,f,1,may,27,fri
2,1.73,matikata,c,3,sep,5,mon
3,2.24,bijoy_shoroni,f,1,mar,30,mon
3,2.21,begum_rokeya,e,1,may,23,thu
3,2.2,begum_rokeya,b,1,may,20,mon
3,2.8,begum_rokeya,a,3,aug,8,thu
2,2.04,cantonment,f,2,nov,3,wed
2,1.97,matikata,f,1,may,7,thu
2,2.01,kalshi,d,1,may,2,sun
3,2.05,begum_rokeya,d,3,oct,26,sat
3,2.61,begum_rokeya,c,2,feb,15,fri
1,1.63,mirpur_14,f,3,oct,3,sun
2,1.97,matikata,a,1,may,16,mon
3,2.05,begum_rokeya,b,3,oct,1,tue
3,2.88,begum_rokeya,d,1,apr,22,wed
1,2.14,jahangir_gate,d,1,mar,27,fri
1,2.41,bijoy_shoroni,a,3,jul,3,sat
2,2.28,mirpur_12,a,2,feb,23,wed
2,2.62,kalshi,c,3,aug,15,thu
1,2.41,bijoy_shoroni,e,3,jul,6,sat
3,2.32,mirpur_11,a,2,feb,9,wed
2,2.28,cantonment,c,1,jun,13,sun
1,1.55,mirpur_14,e,3,sep,18,fri
2,1.99,mirpur_12,e,1,jun,12,fri
2,1.69,mirpur_12,a,3,oct,17,sat
2,1.92,mirpur_12,e,1,mar,4,wed
2,1.87,mirpur_14,c,1,mar,7,thu
2,2.31,matikata,f,2,jan,7,thu
3,2.76,bijoy_shoroni,b,3,aug,22,thu
2,2.62,kalshi,a,3,aug,10,tue
2,2.17,bijoy_shoroni,f,1,may,31,tue
3,2.26,mirpur_10,a,2,jan,1,sat
3,2.56,jahangir_gate,e,2,dec,25,fri
3,1.85,mirpur_10,b,2,nov,3,thu
3,2.51,mirpur_10,a,3,aug,6,fri
2,2.44,mirpur_12,c,3,aug,15,sun
1,1.87,mirpur_14,f,1,mar,20,sat
1,2.01,mirpur_10,a,1,mar,20,sun
1,2.19,mirpur_10,b,3,jul,24,fri
2,1.64,mirpur_14,f,3,oct,29,sat
2,2.71,cantonment,e,3,aug,18,thu
2,2.09,kalshi,c,1,mar,20,fri
1,1.68,mirpur_10,f,3,sep,17,fri
3,2.71,begum_rokeya,f,2,dec,14,tue
2,2.2,cantonment,a,1,mar,18,thu
3,2.59,mirpur_10,c,1,apr,18,sat
3,2.4,mirpur_11,a,2,dec,28,tue
2,2.1,cantonment,f,1,may,3,sun
2,1.88,kalshi,e,3,oct,27,tue
1,2.07,mirpur_14,a,3,jul,13,tue
3,1.93,mirpur_10,a,1,may,31,mon
1,2.06,jahangir_gate,e,1,may,27,mon
2,2.37,cantonment,c,3,jul,1,thu
2,2.15,bijoy_shoroni,b,1,may,31,fri
2,2.18,kalshi,d,1,jun,22,sat
3,2.4,mirpur_14,e,3,aug,22,thu
3,1.92,mirpur_10,d,1,may,17,mon
2,1.71,mirpur_14,e,2,nov,14,mon
2,2.31,matikata,f,2,jan,26,sat
1,1.88,mirpur_14,a,1,mar,10,wed
2,2.62,cantonment,a,2,dec,16,thu
2,2.29,kalshi,f,3,jul,31,sat
3,2.15,mirpur_14,e,2,jan,20,wed
3,1.71,mirpur_14,c,2,nov,14,sat
1,2.08,mirpur_10,d,1,jun,4,fri
2,1.86,kalshi,f,3,oct,17,mon
2,2.29,cantonment,b,1,jun,17,wed
3,2.46,begum_rokeya,f,3,jul,1,thu
2,2.62,cantonment,b,2,dec,3,thu
3,2.67,jahangir_gate,d,3,aug,20,thu
2,2.28,kalshi,b,3,jul,12,sun
1,1.65,mirpur_11,d,3,sep,5,thu
2,2.02,kalshi,c,1,may,25,mon
2,2.11,mirpur_12,b,3,jul,25,sun
2,1.89,cantonment,a,3,sep,29,tue
2,2.2,cantonment,e,1,mar,6,wed
1,2.42,bijoy_shoroni,b,3,jul,13,sat
2,1.72,mirpur_14,b,2,nov,3,wed
3,2.37,mirpur_10,b,2,feb,24,wed
3,2.39,mirpur_11,f,2,dec,8,thu
2,2.09,kalshi,d,1,mar,1,sun
3,2.32,bijoy_shoroni,b,1,jun,29,mon
1,2.44,bijoy_shoroni,a,3,jul,24,wed
3,2.27,mirpur_10,f,2,jan,18,sat
2,1.95,kalshi,d,2,nov,5,tue
2,2.0,mirpur_10,b,1,mar,14,mon
2,2.44,kalshi,f,2,feb,26,sat
3,2.46,begum_rokeya,a,3,jul,20,mon
2,1.69,mirpur_12,e,3,oct,22,sat
2,1.77,mirpur_12,f,2,nov,16,tue
2,2.57,matikata,d,3,aug,29,mon
3,2.77,bijoy_shoroni,b,3,aug,28,wed
2,2.1,mirpur_12,c,3,jul,22,fri
3,2.0,mirpur_10,e,1,mar,3,sun
2,2.43,bijoy_shoroni,c,3,jul,23,tue
3,2.33,jahangir_gate,f,3,jul,29,fri
3,2.67,jahangir_gate,d,3,aug,7,wed
3,2.5,bijoy_shoroni,d,2,jan,22,sat
3,1.93,mirpur_10,b,1,may,25,sat
3,2.76,bijoy_shoroni,c,3,aug,21,sun
2,1.96,mirpur_11,b,1,mar,2,sat
3,1.92,bijoy_shoroni,f,3,sep,1,sun
2,2.25,matikata,d,3,jul,13,tue
1,1.79,mirpur_10,e,3,oct,23,wed
1,2.02,mirpur_10,a,1,mar,9,wed
2,1.79,mirpur_14,b,1,may,18,mon
3,2.21,begum_rokeya,c,1,may,5,wed
1,1.64,mirpur_14,d,3,oct,26,sat
1,1.86,mirpur_10,f,2,nov,24,tue
2,2.44,cantonment,d,2,jan,7,fri
2,2.24,matikata,a,3,jul,11,sun
2,2.19,cantonment,d,1,mar,15,sun
3,2.65,bijoy_shoroni,a,2,dec,16,fri
3,2.23,bijoy_shoroni,e,1,mar,16,mon
2,1.78,kalshi,d,3,sep,6,sun
1,2.2,mirpur_10,f,3,jul,15,wed
2,2.04,cantonment,d,2,nov,28,sun
2,2.3,matikata,f,2,jan,4,fri
2,2.52,kalshi,b,2,dec,13,mon
2,2.28,kalshi,b,3,jul,5,sun
3,2.73,jahangir_gate,a,1,apr,21,sun
3,2.27,mirpur_10,e,2,jan,12,sun
2,1.93,jahangir_gate,d,3,oct,29,thu
2,1.95,kalshi,d,2,nov,4,wed
2,1.88,cantonment,d,3,sep,10,tue
2,1.82,mirpur_12,f,1,may,7,fri
2,1.98,cantonment,d,3,oct,26,wed
3,2.49,jahangir_gate,c,2,feb,17,sun
1,1.78,mirpur_10,d,3,oct,20,thu
2,1.6,mirpur_12,e,3,sep,4,sun
1,1.92,bijoy_shoroni,d,3,sep,19,mon
2,2.12,cantonment,e,1,may,6,wed
3,2.44,mirpur_10,b,2,dec,15,sun
1,1.88,mirpur_14,f,1,mar,3,wed
2,1.84,mirpur_10,f,2,nov,4,fri
1,2.0,bijoy_shoroni,a,3,oct,14,fri
2,2.06,matikata,e,1,mar,24,thu
2,2.28,cantonment,b,1,jun,15,tue
3,2.8,begum_rokeya,c,3,aug,23,sun
2,2.3,matikata,e,2,jan,2,sat
2,2.26,cantonment,f,1,jun,12,fri
3,2.71,jahangir_gate,d,1,apr,5,fri
2,1.81,mirpur_11,d,2,nov,7,thu
2,2.19,kalshi,f,1,jun,18,thu
3,2.42,jahangir_gate,e,2,jan,13,wed
1,2.22,jahangir_gate,f,1,jun,6,mon
3,2.5,bijoy_shoroni,c,2,jan,4,tue
3,2.83,bijoy_shoroni,b,1,apr,23,tue
2,2.09,mirpur_10,c,1,jun,22,sat
2,2.36,kalshi,a,2,jan,25,sat
1,1.88,mirpur_11,f,1,may,23,sun
2,1.8,kalshi,a,3,sep,23,thu
2,1.78,kalshi,e,3,sep,5,sat
2,1.97,matikata,a,1,may,30,mon
3,2.3,mirpur_14,c,2,dec,16,thu
3,2.21,begum_rokeya,b,1,may,5,wed
2,2.1,kalshi,a,1,mar,14,sat
2,2.69,kalshi,b,1,apr,6,wed
2,1.81,matikata,f,3,oct,10,mon
1,1.77,mirpur_10,f,3,oct,15,fri
3,1.88,mirpur_14,e,1,mar,28,sat
2,2.78,cantonment,e,1,apr,22,thu
3,2.39,mirpur_11,d,2,dec,18,sun
2,1.97,matikata,d,1,may,23,sat
2,2.52,kalshi,d,2,dec,16,mon
1,1.99,bijoy_shoroni,b,3,oct,3,mon
3,2.2,begum_rokeya,d,1,may,28,sat
2,2.13,matikata,c,1,jun,11,sat
2,1.84,jahangir_gate,d,3,sep,7,wed
2,2.14,matikata,e,1,jun,4,thu
2,1.82,jahangir_gate,c,3,sep,13,fri
3,2.48,mirpur_11,e,3,aug,15,thu
3,2.41,mirpur_11,a,2,dec,25,wed
2,1.91,bijoy_shoroni,d,3,sep,13,mon
1,1.95,mirpur_14,a,1,jun,6,sun
3,2.21,begum_rokeya,f,1,may,17,tue
2,2.35,kalshi,c,2,jan,17,fri
3,2.6,mirpur_10,d,1,apr,19,tue
2,1.95,cantonment,f,3,oct,28,fri
1,2.18,mirpur_10,d,3,jul,9,fri
1,2.16,jahangir_gate,a,1,mar,23,wed
3,2.87,begum_rokeya,b,1,apr,12,sun
2,2.44,cantonment,d,2,jan,4,mon
2,1.69,mirpur_12,b,3,oct,17,sun
2,2.19,mirpur_12,f,2,jan,22,wed
3,2.39,jahangir_gate,e,2,jan,1,fri
2,2.34,mirpur_12,b,2,dec,12,sat
3,2.04,begum_rokeya,f,3,oct,9,fri
3,2.75,bijoy_shoroni,a,3,aug,15,mon
2,2.33,mirpur_12,d,2,dec,3,sat
3,2.55,begum_rokeya,a,2,jan,20,thu
2,2.11,kalshi,c,1,mar,28,thu
1,1.87,mirpur_10,a,2,nov,24,wed
2,2.1,mirpur_12,b,3,jul,13,sat
3,2.72,begum_rokeya,b,2,dec,26,thu
2,2.43,mirpur_12,c,3,aug,6,sat
2,1.98,mirpur_11,b,1,mar,26,thu
2,1.83,matikata,c,3,oct,23,sun
2,1.68,mirpur_12,a,3,oct,7,mon
3,2.47,mirpur_14,c,1,apr,13,wed
2,1.83,matikata,f,3,oct,30,sat
3,2.5,jahangir_gate,c,2,feb,23,wed
3,2.54,mirpur_11,f,1,apr,11,sat
3,2.21,begum_rokeya,a,1,may,25,tue
2,2.62,kalshi,f,3,aug,13,tue
3,2.49,bijoy_shoroni,c,2,jan,18,sat
2,1.8,mirpur_14,e,1,may,21,thu
2,1.72,mirpur_11,b,3,oct,11,mon
3,2.51,mirpur_10,b,3,aug,7,fri
2,1.74,matikata,f,3,sep,28,mon
1,1.79,mirpur_10,a,3,oct,20,tue
3,2.39,mirpur_11,b,2,dec,20,mon
2,2.18,mirpur_12,a,2,jan,14,thu
2,2.39,matikata,d,2,feb,18,fri
3,2.14,bijoy_shoroni,b,1,may,6,mon
2,2.18,kalshi,b,1,jun,4,thu
2,1.72,mirpur_11,b,3,oct,7,mon
3,2.82,bijoy_shoroni,e,1,apr,7,tue
