traffic_indicator_DT,traffic_indicator_XGB,traffic_indicator_LGBM,traffic_indicator_LR,date,day,location,month,time_block,weather
3.0,2.46,2.24,2.08,1,sat,mirpur_10,jun,d,1
3.0,2.5,2.24,2.08,1,sat,mirpur_10,jun,e,1
2.0,2.4,2.24,2.08,1,sat,mirpur_10,jun,f,1
2.0,2.3,2.24,2.09,1,tue,mirpur_10,jun,a,1
3.0,2.67,2.24,2.09,1,tue,mirpur_10,jun,b,1
2.0,2.68,2.24,2.09,1,tue,mirpur_10,jun,c,1
2.0,2.54,2.24,2.09,1,tue,mirpur_10,jun,d,1
2.0,2.58,2.24,2.09,1,tue,mirpur_10,jun,e,1
3.0,2.37,2.24,2.09,1,tue,mirpur_10,jun,f,1
3.0,2.35,2.24,2.1,1,wed,mirpur_10,jun,a,1
3.0,2.77,2.24,2.1,1,wed,mirpur_10,jun,b,1
3.0,2.78,2.24,2.1,1,wed,mirpur_10,jun,c,1
3.0,2.62,2.24,2.1,1,wed,mirpur_10,jun,d,1
2.0,2.64,2.24,2.1,1,wed,mirpur_10,jun,e,1
3.0,2.37,2.24,2.1,1,wed,mirpur_10,jun,f,1
3.0,2.28,2.24,2.09,2,sun,mirpur_10,jun,a,1
2.0,2.63,2.24,2.09,2,sun,mirpur_10,jun,b,1
2.0,2.63,2.24,2.09,2,sun,mirpur_10,jun,c,1
3.0,2.61,2.24,2.09,2,sun,mirpur_10,jun,d,1
2.0,2.64,2.24,2.09,2,sun,mirpur_10,jun,e,1
3.0,2.5,2.24,2.09,2,sun,mirpur_10,jun,f,1
2.0,2.3,2.24,2.09,2,thu,mirpur_10,jun,a,1
3.0,2.66,2.24,2.09,2,thu,mirpur_10,jun,b,1
2.0,2.66,2.24,2.09,2,thu,mirpur_10,jun,c,1
3.0,2.64,2.24,2.09,2,thu,mirpur_10,jun,d,1
3.0,2.67,2.24,2.09,2,thu,mirpur_10,jun,e,1
3.0,2.47,2.24,2.09,2,thu,mirpur_10,jun,f,1
3.0,2.28,2.24,2.1,2,tue,mirpur_10,jun,a,1
2.0,2.68,2.24,2.09,2,tue,mirpur_10,jun,b,1
2.0,2.71,2.24,2.09,2,tue,mirpur_10,jun,c,1
3.0,2.66,2.24,2.09,2,tue,mirpur_10,jun,d,1
3.0,2.69,2.24,2.09,2,tue,mirpur_10,jun,e,1
2.0,2.44,2.24,2.09,2,tue,mirpur_10,jun,f,1
3.0,2.35,2.24,2.1,2,wed,mirpur_10,jun,a,1
2.0,2.76,2.24,2.1,2,wed,mirpur_10,jun,b,1
2.0,2.79,2.24,2.1,2,wed,mirpur_10,jun,c,1
2.0,2.74,2.24,2.1,2,wed,mirpur_10,jun,d,1
3.0,2.77,2.24,2.1,2,wed,mirpur_10,jun,e,1
3.0,2.44,2.24,2.1,2,wed,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,3,fri,mirpur_10,jun,a,1
1.0,1.65,1.89,2.08,3,fri,mirpur_10,jun,b,1
1.0,1.64,1.89,2.08,3,fri,mirpur_10,jun,c,1
2.0,1.54,1.89,2.07,3,fri,mirpur_10,jun,d,1
1.0,1.58,1.89,2.07,3,fri,mirpur_10,jun,e,1
2.0,1.36,1.5,2.07,3,fri,mirpur_10,jun,f,1
1.0,1.06,1.5,2.08,3,mon,mirpur_10,jun,a,1
3.0,2.32,2.33,2.08,3,mon,mirpur_10,jun,b,1
2.0,2.31,2.33,2.08,3,mon,mirpur_10,jun,c,1
2.0,2.22,2.33,2.08,3,mon,mirpur_10,jun,d,1
3.0,2.25,2.33,2.08,3,mon,mirpur_10,jun,e,1
1.0,1.05,1.5,2.08,3,mon,mirpur_10,jun,f,1
1.0,1.12,1.5,2.09,3,thu,mirpur_10,jun,a,1
3.0,2.39,2.33,2.09,3,thu,mirpur_10,jun,b,1
3.0,2.36,2.33,2.09,3,thu,mirpur_10,jun,c,1
2.0,2.34,2.33,2.09,3,thu,mirpur_10,jun,d,1
2.0,2.36,2.33,2.09,3,thu,mirpur_10,jun,e,1
1.0,1.12,1.5,2.09,3,thu,mirpur_10,jun,f,1
1.0,1.12,1.5,2.1,3,wed,mirpur_10,jun,a,1
2.0,2.44,2.33,2.1,3,wed,mirpur_10,jun,b,1
3.0,2.43,2.33,2.1,3,wed,mirpur_10,jun,c,1
2.0,2.38,2.33,2.1,3,wed,mirpur_10,jun,d,1
3.0,2.41,2.33,2.1,3,wed,mirpur_10,jun,e,1
1.0,1.1,1.5,2.1,3,wed,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,4,fri,mirpur_10,jun,a,1
1.0,1.64,1.89,2.08,4,fri,mirpur_10,jun,b,1
2.0,1.64,1.89,2.08,4,fri,mirpur_10,jun,c,1
1.0,1.54,1.89,2.08,4,fri,mirpur_10,jun,d,1
2.0,1.57,1.89,2.08,4,fri,mirpur_10,jun,e,1
1.0,1.35,1.5,2.07,4,fri,mirpur_10,jun,f,1
1.0,1.09,1.5,2.08,4,sat,mirpur_10,jun,a,1
3.0,2.35,2.33,2.08,4,sat,mirpur_10,jun,b,1
2.0,2.34,2.33,2.08,4,sat,mirpur_10,jun,c,1
3.0,2.28,2.33,2.08,4,sat,mirpur_10,jun,d,1
2.0,2.32,2.33,2.08,4,sat,mirpur_10,jun,e,1
1.0,1.09,1.5,2.08,4,sat,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,4,thu,mirpur_10,jun,a,1
3.0,2.38,2.33,2.09,4,thu,mirpur_10,jun,b,1
2.0,2.36,2.33,2.09,4,thu,mirpur_10,jun,c,1
3.0,2.34,2.33,2.09,4,thu,mirpur_10,jun,d,1
3.0,2.36,2.33,2.09,4,thu,mirpur_10,jun,e,1
1.0,1.13,1.5,2.09,4,thu,mirpur_10,jun,f,1
1.0,1.09,1.5,2.1,4,tue,mirpur_10,jun,a,1
3.0,2.41,2.33,2.1,4,tue,mirpur_10,jun,b,1
2.0,2.4,2.33,2.1,4,tue,mirpur_10,jun,c,1
2.0,2.36,2.33,2.09,4,tue,mirpur_10,jun,d,1
2.0,2.38,2.33,2.09,4,tue,mirpur_10,jun,e,1
1.0,1.14,1.5,2.09,4,tue,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,5,fri,mirpur_10,jun,a,1
2.0,1.7,1.89,2.08,5,fri,mirpur_10,jun,b,1
2.0,1.68,1.89,2.08,5,fri,mirpur_10,jun,c,1
1.0,1.6,1.89,2.08,5,fri,mirpur_10,jun,d,1
1.0,1.64,1.89,2.08,5,fri,mirpur_10,jun,e,1
2.0,1.39,1.5,2.08,5,fri,mirpur_10,jun,f,1
1.0,1.13,1.5,2.08,5,sat,mirpur_10,jun,a,1
3.0,2.41,2.33,2.08,5,sat,mirpur_10,jun,b,1
3.0,2.4,2.33,2.08,5,sat,mirpur_10,jun,c,1
2.0,2.34,2.33,2.08,5,sat,mirpur_10,jun,d,1
2.0,2.37,2.33,2.08,5,sat,mirpur_10,jun,e,1
1.0,1.12,1.5,2.08,5,sat,mirpur_10,jun,f,1
1.0,1.12,1.5,2.09,5,sun,mirpur_10,jun,a,1
2.0,2.41,2.33,2.09,5,sun,mirpur_10,jun,b,1
3.0,2.38,2.33,2.09,5,sun,mirpur_10,jun,c,1
2.0,2.35,2.33,2.09,5,sun,mirpur_10,jun,d,1
2.0,2.38,2.33,2.09,5,sun,mirpur_10,jun,e,1
1.0,1.13,1.5,2.09,5,sun,mirpur_10,jun,f,1
1.0,1.14,1.5,2.1,5,wed,mirpur_10,jun,a,1
2.0,2.45,2.33,2.1,5,wed,mirpur_10,jun,b,1
3.0,2.45,2.33,2.1,5,wed,mirpur_10,jun,c,1
2.0,2.41,2.33,2.1,5,wed,mirpur_10,jun,d,1
2.0,2.43,2.33,2.1,5,wed,mirpur_10,jun,e,1
1.0,1.1,1.5,2.1,5,wed,mirpur_10,jun,f,1
1.0,1.08,1.5,2.08,6,mon,mirpur_10,jun,a,1
3.0,2.36,2.33,2.08,6,mon,mirpur_10,jun,b,1
2.0,2.35,2.33,2.08,6,mon,mirpur_10,jun,c,1
2.0,2.32,2.33,2.08,6,mon,mirpur_10,jun,d,1
3.0,2.32,2.33,2.08,6,mon,mirpur_10,jun,e,1
1.0,1.09,1.5,2.08,6,mon,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,6,sat,mirpur_10,jun,a,1
2.0,2.39,2.33,2.09,6,sat,mirpur_10,jun,b,1
3.0,2.38,2.33,2.08,6,sat,mirpur_10,jun,c,1
2.0,2.37,2.33,2.08,6,sat,mirpur_10,jun,d,1
3.0,2.36,2.33,2.08,6,sat,mirpur_10,jun,e,1
1.0,1.11,1.5,2.08,6,sat,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,6,sun,mirpur_10,jun,a,1
3.0,2.4,2.33,2.09,6,sun,mirpur_10,jun,b,1
2.0,2.37,2.33,2.09,6,sun,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,6,sun,mirpur_10,jun,d,1
2.0,2.37,2.33,2.09,6,sun,mirpur_10,jun,e,1
1.0,1.11,1.5,2.09,6,sun,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,6,thu,mirpur_10,jun,a,1
3.0,2.4,2.33,2.09,6,thu,mirpur_10,jun,b,1
3.0,2.37,2.33,2.09,6,thu,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,6,thu,mirpur_10,jun,d,1
3.0,2.37,2.33,2.09,6,thu,mirpur_10,jun,e,1
1.0,1.11,1.5,2.09,6,thu,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,7,fri,mirpur_10,jun,a,1
1.0,1.67,1.89,2.08,7,fri,mirpur_10,jun,b,1
1.0,1.65,1.89,2.08,7,fri,mirpur_10,jun,c,1
1.0,1.64,1.89,2.08,7,fri,mirpur_10,jun,d,1
2.0,1.62,1.89,2.08,7,fri,mirpur_10,jun,e,1
2.0,1.37,1.5,2.08,7,fri,mirpur_10,jun,f,1
1.0,1.1,1.5,2.08,7,mon,mirpur_10,jun,a,1
3.0,2.38,2.33,2.08,7,mon,mirpur_10,jun,b,1
2.0,2.36,2.33,2.08,7,mon,mirpur_10,jun,c,1
2.0,2.35,2.33,2.08,7,mon,mirpur_10,jun,d,1
2.0,2.33,2.33,2.08,7,mon,mirpur_10,jun,e,1
1.0,1.08,1.5,2.08,7,mon,mirpur_10,jun,f,1
1.0,1.12,1.5,2.09,7,sun,mirpur_10,jun,a,1
3.0,2.4,2.33,2.09,7,sun,mirpur_10,jun,b,1
2.0,2.37,2.33,2.09,7,sun,mirpur_10,jun,c,1
3.0,2.38,2.33,2.09,7,sun,mirpur_10,jun,d,1
3.0,2.37,2.33,2.09,7,sun,mirpur_10,jun,e,1
1.0,1.09,1.5,2.09,7,sun,mirpur_10,jun,f,1
1.0,1.09,1.5,2.1,7,tue,mirpur_10,jun,a,1
3.0,2.41,2.33,2.1,7,tue,mirpur_10,jun,b,1
2.0,2.41,2.33,2.1,7,tue,mirpur_10,jun,c,1
3.0,2.4,2.33,2.1,7,tue,mirpur_10,jun,d,1
2.0,2.4,2.33,2.1,7,tue,mirpur_10,jun,e,1
1.0,1.11,1.5,2.1,7,tue,mirpur_10,jun,f,1
1.0,1.05,1.5,2.08,8,mon,mirpur_10,jun,a,1
2.0,2.34,2.33,2.08,8,mon,mirpur_10,jun,b,1
2.0,2.32,2.33,2.08,8,mon,mirpur_10,jun,c,1
3.0,2.35,2.33,2.08,8,mon,mirpur_10,jun,d,1
2.0,2.32,2.33,2.08,8,mon,mirpur_10,jun,e,1
1.0,1.08,1.5,2.08,8,mon,mirpur_10,jun,f,1
1.0,1.07,1.5,2.09,8,sat,mirpur_10,jun,a,1
2.0,2.35,2.33,2.09,8,sat,mirpur_10,jun,b,1
2.0,2.33,2.33,2.09,8,sat,mirpur_10,jun,c,1
3.0,2.36,2.33,2.09,8,sat,mirpur_10,jun,d,1
2.0,2.36,2.33,2.08,8,sat,mirpur_10,jun,e,1
1.0,1.08,1.5,2.08,8,sat,mirpur_10,jun,f,1
1.0,1.05,1.5,2.1,8,tue,mirpur_10,jun,a,1
2.0,2.38,2.33,2.1,8,tue,mirpur_10,jun,b,1
2.0,2.37,2.33,2.1,8,tue,mirpur_10,jun,c,1
2.0,2.4,2.33,2.1,8,tue,mirpur_10,jun,d,1
3.0,2.4,2.33,2.1,8,tue,mirpur_10,jun,e,1
1.0,1.1,1.5,2.1,8,tue,mirpur_10,jun,f,1
1.0,1.08,1.5,2.1,8,wed,mirpur_10,jun,a,1
2.0,2.4,2.33,2.1,8,wed,mirpur_10,jun,b,1
3.0,2.4,2.33,2.1,8,wed,mirpur_10,jun,c,1
3.0,2.42,2.33,2.1,8,wed,mirpur_10,jun,d,1
2.0,2.42,2.33,2.1,8,wed,mirpur_10,jun,e,1
1.0,1.06,1.5,2.1,8,wed,mirpur_10,jun,f,1
1.0,1.13,1.5,2.09,9,sun,mirpur_10,jun,a,1
3.0,2.41,2.33,2.09,9,sun,mirpur_10,jun,b,1
2.0,2.38,2.33,2.09,9,sun,mirpur_10,jun,c,1
2.0,2.43,2.33,2.09,9,sun,mirpur_10,jun,d,1
2.0,2.43,2.33,2.09,9,sun,mirpur_10,jun,e,1
1.0,1.13,1.5,2.09,9,sun,mirpur_10,jun,f,1
1.0,1.13,1.5,2.09,9,thu,mirpur_10,jun,a,1
2.0,2.41,2.33,2.09,9,thu,mirpur_10,jun,b,1
2.0,2.38,2.33,2.09,9,thu,mirpur_10,jun,c,1
2.0,2.43,2.33,2.09,9,thu,mirpur_10,jun,d,1
3.0,2.42,2.33,2.09,9,thu,mirpur_10,jun,e,1
1.0,1.13,1.5,2.09,9,thu,mirpur_10,jun,f,1
1.0,1.11,1.5,2.1,9,tue,mirpur_10,jun,a,1
3.0,2.44,2.33,2.1,9,tue,mirpur_10,jun,b,1
2.0,2.44,2.33,2.1,9,tue,mirpur_10,jun,c,1
3.0,2.46,2.33,2.1,9,tue,mirpur_10,jun,d,1
2.0,2.47,2.33,2.1,9,tue,mirpur_10,jun,e,1
1.0,1.15,1.5,2.1,9,tue,mirpur_10,jun,f,1
1.0,1.15,1.5,2.1,9,wed,mirpur_10,jun,a,1
3.0,2.48,2.33,2.1,9,wed,mirpur_10,jun,b,1
3.0,2.47,2.33,2.1,9,wed,mirpur_10,jun,c,1
3.0,2.5,2.33,2.1,9,wed,mirpur_10,jun,d,1
3.0,2.5,2.33,2.1,9,wed,mirpur_10,jun,e,1
1.0,1.12,1.5,2.1,9,wed,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,10,fri,mirpur_10,jun,a,1
2.0,1.7,1.89,2.08,10,fri,mirpur_10,jun,b,1
1.0,1.67,1.89,2.08,10,fri,mirpur_10,jun,c,1
1.0,1.62,1.89,2.08,10,fri,mirpur_10,jun,d,1
1.0,1.6,1.89,2.08,10,fri,mirpur_10,jun,e,1
2.0,1.34,1.5,2.08,10,fri,mirpur_10,jun,f,1
1.0,1.09,1.5,2.08,10,mon,mirpur_10,jun,a,1
2.0,2.38,2.33,2.08,10,mon,mirpur_10,jun,b,1
2.0,2.36,2.33,2.08,10,mon,mirpur_10,jun,c,1
3.0,2.3,2.33,2.08,10,mon,mirpur_10,jun,d,1
2.0,2.28,2.33,2.08,10,mon,mirpur_10,jun,e,1
1.0,1.03,1.5,2.08,10,mon,mirpur_10,jun,f,1
1.0,1.1,1.5,2.1,10,thu,mirpur_10,jun,a,1
2.0,2.38,2.33,2.09,10,thu,mirpur_10,jun,b,1
2.0,2.35,2.33,2.09,10,thu,mirpur_10,jun,c,1
2.0,2.32,2.33,2.09,10,thu,mirpur_10,jun,d,1
3.0,2.31,2.33,2.09,10,thu,mirpur_10,jun,e,1
1.0,1.04,1.5,2.09,10,thu,mirpur_10,jun,f,1
1.0,1.11,1.5,2.1,10,wed,mirpur_10,jun,a,1
3.0,2.45,2.33,2.1,10,wed,mirpur_10,jun,b,1
2.0,2.44,2.33,2.1,10,wed,mirpur_10,jun,c,1
3.0,2.39,2.33,2.1,10,wed,mirpur_10,jun,d,1
2.0,2.39,2.33,2.1,10,wed,mirpur_10,jun,e,1
1.0,1.03,1.5,2.1,10,wed,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,11,fri,mirpur_10,jun,a,1
2.0,1.69,1.89,2.08,11,fri,mirpur_10,jun,b,1
2.0,1.66,1.89,2.08,11,fri,mirpur_10,jun,c,1
2.0,1.65,1.89,2.08,11,fri,mirpur_10,jun,d,1
1.0,1.63,1.89,2.08,11,fri,mirpur_10,jun,e,1
2.0,1.38,1.5,2.08,11,fri,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,11,sat,mirpur_10,jun,a,1
3.0,2.39,2.33,2.09,11,sat,mirpur_10,jun,b,1
2.0,2.36,2.33,2.09,11,sat,mirpur_10,jun,c,1
3.0,2.35,2.33,2.09,11,sat,mirpur_10,jun,d,1
2.0,2.36,2.33,2.09,11,sat,mirpur_10,jun,e,1
1.0,1.07,1.5,2.09,11,sat,mirpur_10,jun,f,1
1.0,1.11,1.5,2.1,11,thu,mirpur_10,jun,a,1
3.0,2.39,2.33,2.1,11,thu,mirpur_10,jun,b,1
2.0,2.35,2.33,2.1,11,thu,mirpur_10,jun,c,1
2.0,2.36,2.33,2.09,11,thu,mirpur_10,jun,d,1
2.0,2.36,2.33,2.09,11,thu,mirpur_10,jun,e,1
1.0,1.07,1.5,2.09,11,thu,mirpur_10,jun,f,1
1.0,1.08,1.5,2.1,11,tue,mirpur_10,jun,a,1
2.0,2.41,2.33,2.1,11,tue,mirpur_10,jun,b,1
3.0,2.41,2.33,2.1,11,tue,mirpur_10,jun,c,1
3.0,2.39,2.33,2.1,11,tue,mirpur_10,jun,d,1
2.0,2.4,2.33,2.1,11,tue,mirpur_10,jun,e,1
1.0,1.1,1.5,2.1,11,tue,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,12,fri,mirpur_10,jun,a,1
2.0,1.69,1.89,2.08,12,fri,mirpur_10,jun,b,1
2.0,1.66,1.89,2.08,12,fri,mirpur_10,jun,c,1
2.0,1.66,1.89,2.08,12,fri,mirpur_10,jun,d,1
2.0,1.65,1.89,2.08,12,fri,mirpur_10,jun,e,1
2.0,1.39,1.5,2.08,12,fri,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,12,sat,mirpur_10,jun,a,1
3.0,2.39,2.33,2.09,12,sat,mirpur_10,jun,b,1
3.0,2.36,2.33,2.09,12,sat,mirpur_10,jun,c,1
2.0,2.36,2.33,2.09,12,sat,mirpur_10,jun,d,1
2.0,2.38,2.33,2.09,12,sat,mirpur_10,jun,e,1
1.0,1.09,1.5,2.09,12,sat,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,12,sun,mirpur_10,jun,a,1
2.0,2.39,2.33,2.09,12,sun,mirpur_10,jun,b,1
2.0,2.35,2.33,2.09,12,sun,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,12,sun,mirpur_10,jun,d,1
3.0,2.38,2.33,2.09,12,sun,mirpur_10,jun,e,1
1.0,1.09,1.5,2.09,12,sun,mirpur_10,jun,f,1
1.0,1.12,1.5,2.1,12,wed,mirpur_10,jun,a,1
2.0,2.45,2.33,2.1,12,wed,mirpur_10,jun,b,1
2.0,2.44,2.33,2.1,12,wed,mirpur_10,jun,c,1
3.0,2.43,2.33,2.1,12,wed,mirpur_10,jun,d,1
3.0,2.45,2.33,2.1,12,wed,mirpur_10,jun,e,1
1.0,1.07,1.5,2.1,12,wed,mirpur_10,jun,f,1
1.0,1.1,1.5,2.09,13,mon,mirpur_10,jun,a,1
3.0,2.39,2.33,2.08,13,mon,mirpur_10,jun,b,1
3.0,2.36,2.33,2.08,13,mon,mirpur_10,jun,c,1
3.0,2.35,2.33,2.08,13,mon,mirpur_10,jun,d,1
3.0,2.35,2.33,2.08,13,mon,mirpur_10,jun,e,1
1.0,1.09,1.5,2.08,13,mon,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,13,sat,mirpur_10,jun,a,1
3.0,2.4,2.33,2.09,13,sat,mirpur_10,jun,b,1
2.0,2.37,2.33,2.09,13,sat,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,13,sat,mirpur_10,jun,d,1
3.0,2.39,2.33,2.09,13,sat,mirpur_10,jun,e,1
1.0,1.1,1.5,2.09,13,sat,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,13,sun,mirpur_10,jun,a,1
2.0,2.4,2.33,2.09,13,sun,mirpur_10,jun,b,1
2.0,2.36,2.33,2.09,13,sun,mirpur_10,jun,c,1
2.0,2.38,2.33,2.09,13,sun,mirpur_10,jun,d,1
3.0,2.39,2.33,2.09,13,sun,mirpur_10,jun,e,1
1.0,1.1,1.5,2.09,13,sun,mirpur_10,jun,f,1
1.0,1.11,1.5,2.1,13,thu,mirpur_10,jun,a,1
2.0,2.4,2.33,2.1,13,thu,mirpur_10,jun,b,1
3.0,2.36,2.33,2.1,13,thu,mirpur_10,jun,c,1
2.0,2.38,2.33,2.1,13,thu,mirpur_10,jun,d,1
3.0,2.39,2.33,2.1,13,thu,mirpur_10,jun,e,1
1.0,1.1,1.5,2.09,13,thu,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,14,fri,mirpur_10,jun,a,1
2.0,1.69,1.89,2.08,14,fri,mirpur_10,jun,b,1
1.0,1.67,1.89,2.08,14,fri,mirpur_10,jun,c,1
2.0,1.66,1.89,2.08,14,fri,mirpur_10,jun,d,1
1.0,1.62,1.89,2.08,14,fri,mirpur_10,jun,e,1
2.0,1.34,1.5,2.08,14,fri,mirpur_10,jun,f,1
1.0,1.1,1.5,2.09,14,mon,mirpur_10,jun,a,1
3.0,2.39,2.33,2.09,14,mon,mirpur_10,jun,b,1
2.0,2.36,2.33,2.08,14,mon,mirpur_10,jun,c,1
3.0,2.36,2.33,2.08,14,mon,mirpur_10,jun,d,1
3.0,2.32,2.33,2.08,14,mon,mirpur_10,jun,e,1
1.0,1.07,1.5,2.08,14,mon,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,14,sun,mirpur_10,jun,a,1
2.0,2.4,2.33,2.09,14,sun,mirpur_10,jun,b,1
2.0,2.36,2.33,2.09,14,sun,mirpur_10,jun,c,1
3.0,2.38,2.33,2.09,14,sun,mirpur_10,jun,d,1
2.0,2.36,2.33,2.09,14,sun,mirpur_10,jun,e,1
1.0,1.08,1.5,2.09,14,sun,mirpur_10,jun,f,1
1.0,1.09,1.5,2.1,14,tue,mirpur_10,jun,a,1
2.0,2.42,2.33,2.1,14,tue,mirpur_10,jun,b,1
2.0,2.41,2.33,2.1,14,tue,mirpur_10,jun,c,1
2.0,2.4,2.33,2.1,14,tue,mirpur_10,jun,d,1
3.0,2.42,2.33,2.1,14,tue,mirpur_10,jun,e,1
1.0,1.08,1.5,2.1,14,tue,mirpur_10,jun,f,1
1.0,1.1,1.5,2.09,15,mon,mirpur_10,jun,a,1
3.0,2.4,2.33,2.09,15,mon,mirpur_10,jun,b,1
3.0,2.37,2.33,2.09,15,mon,mirpur_10,jun,c,1
2.0,2.36,2.33,2.08,15,mon,mirpur_10,jun,d,1
3.0,2.35,2.33,2.08,15,mon,mirpur_10,jun,e,1
1.0,1.07,1.5,2.08,15,mon,mirpur_10,jun,f,1
1.0,1.12,1.5,2.09,15,sat,mirpur_10,jun,a,1
2.0,2.4,2.33,2.09,15,sat,mirpur_10,jun,b,1
2.0,2.37,2.33,2.09,15,sat,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,15,sat,mirpur_10,jun,d,1
3.0,2.38,2.33,2.09,15,sat,mirpur_10,jun,e,1
1.0,1.07,1.5,2.09,15,sat,mirpur_10,jun,f,1
1.0,1.09,1.5,2.1,15,tue,mirpur_10,jun,a,1
3.0,2.42,2.33,2.1,15,tue,mirpur_10,jun,b,1
3.0,2.41,2.33,2.1,15,tue,mirpur_10,jun,c,1
3.0,2.4,2.33,2.1,15,tue,mirpur_10,jun,d,1
2.0,2.41,2.33,2.1,15,tue,mirpur_10,jun,e,1
1.0,1.08,1.5,2.1,15,tue,mirpur_10,jun,f,1
1.0,1.13,1.5,2.11,15,wed,mirpur_10,jun,a,1
3.0,2.46,2.33,2.11,15,wed,mirpur_10,jun,b,1
2.0,2.45,2.33,2.1,15,wed,mirpur_10,jun,c,1
2.0,2.44,2.33,2.1,15,wed,mirpur_10,jun,d,1
3.0,2.45,2.33,2.1,15,wed,mirpur_10,jun,e,1
1.0,1.06,1.5,2.1,15,wed,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,16,sun,mirpur_10,jun,a,1
3.0,2.39,2.33,2.09,16,sun,mirpur_10,jun,b,1
2.0,2.36,2.33,2.09,16,sun,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,16,sun,mirpur_10,jun,d,1
3.0,2.38,2.33,2.09,16,sun,mirpur_10,jun,e,1
1.0,1.07,1.5,2.09,16,sun,mirpur_10,jun,f,1
1.0,1.11,1.5,2.1,16,thu,mirpur_10,jun,a,1
3.0,2.4,2.33,2.1,16,thu,mirpur_10,jun,b,1
2.0,2.36,2.33,2.1,16,thu,mirpur_10,jun,c,1
3.0,2.37,2.33,2.1,16,thu,mirpur_10,jun,d,1
3.0,2.38,2.33,2.1,16,thu,mirpur_10,jun,e,1
1.0,1.07,1.5,2.1,16,thu,mirpur_10,jun,f,1
1.0,1.09,1.5,2.1,16,tue,mirpur_10,jun,a,1
3.0,2.42,2.33,2.1,16,tue,mirpur_10,jun,b,1
3.0,2.41,2.33,2.1,16,tue,mirpur_10,jun,c,1
2.0,2.4,2.33,2.1,16,tue,mirpur_10,jun,d,1
2.0,2.41,2.33,2.1,16,tue,mirpur_10,jun,e,1
1.0,1.08,1.5,2.1,16,tue,mirpur_10,jun,f,1
1.0,1.12,1.5,2.11,16,wed,mirpur_10,jun,a,1
2.0,2.44,2.33,2.11,16,wed,mirpur_10,jun,b,1
3.0,2.43,2.33,2.11,16,wed,mirpur_10,jun,c,1
2.0,2.42,2.33,2.1,16,wed,mirpur_10,jun,d,1
2.0,2.43,2.33,2.1,16,wed,mirpur_10,jun,e,1
1.0,1.04,1.5,2.1,16,wed,mirpur_10,jun,f,1
1.0,1.0,1.5,2.08,17,fri,mirpur_10,jun,a,1
1.0,1.71,1.89,2.08,17,fri,mirpur_10,jun,b,1
2.0,1.69,1.89,2.08,17,fri,mirpur_10,jun,c,1
1.0,1.67,1.89,2.08,17,fri,mirpur_10,jun,d,1
1.0,1.7,1.89,2.08,17,fri,mirpur_10,jun,e,1
1.0,1.36,1.5,2.08,17,fri,mirpur_10,jun,f,1
1.0,1.11,1.5,2.09,17,mon,mirpur_10,jun,a,1
2.0,2.41,2.33,2.09,17,mon,mirpur_10,jun,b,1
2.0,2.39,2.33,2.09,17,mon,mirpur_10,jun,c,1
2.0,2.37,2.33,2.09,17,mon,mirpur_10,jun,d,1
3.0,2.4,2.33,2.09,17,mon,mirpur_10,jun,e,1
1.0,1.07,1.5,2.09,17,mon,mirpur_10,jun,f,1
1.0,1.14,1.5,2.1,17,thu,mirpur_10,jun,a,1
2.0,2.42,2.33,2.1,17,thu,mirpur_10,jun,b,1
3.0,2.39,2.33,2.1,17,thu,mirpur_10,jun,c,1
3.0,2.4,2.33,2.1,17,thu,mirpur_10,jun,d,1
2.0,2.44,2.33,2.1,17,thu,mirpur_10,jun,e,1
1.0,1.08,1.5,2.1,17,thu,mirpur_10,jun,f,1
1.0,1.15,1.5,2.11,17,wed,mirpur_10,jun,a,1
3.0,2.47,2.33,2.11,17,wed,mirpur_10,jun,b,1
3.0,2.47,2.33,2.11,17,wed,mirpur_10,jun,c,1
3.0,2.45,2.33,2.11,17,wed,mirpur_10,jun,d,1
2.0,2.49,2.33,2.11,17,wed,mirpur_10,jun,e,1
